"filia";"for_what";"limit";"fact";"deviation";"date"
"ФК \МТМ\ Хортицького району";"загальновиробничі";456;456;0;"2021-12-11"
"ФК \МТМ\ Шевченківського район";"виробництво тепла";5563;5642.99999999984;1.43807298220091;"2021-12-11"
"ФК \МТМ\ Шевченківського район";"транспортування тепла";21826;21892;0.302391642994593;"2021-12-11"
"ФК \МТМ\ Шевченківського район";"загальновиробничі";265;265;0;"2021-12-11"
"ФК \МТМ\ Олександрівського району";"виробництво тепла";9036;9119.99999999992;0.929614873837092;"2021-12-12"
"ФК \МТМ\ Олександрівського району";"транспортування тепла";43532.7455583652;43597;0.147600250824187;"2021-12-12"
"ФК \МТМ\ Олександрівського району";"загальновиробничі";208;208;0;"2021-12-12"
"ФК \МТМ\ Заводського району";"виробництво тепла";4671;4792.4;2.59901520017125;"2021-12-12"
"ФК \МТМ\ Заводського району";"транспортування тепла";10123;10190;0.661859132668186;"2021-12-12"
"ФК \МТМ\ Заводського району";"загальновиробничі";522;522;0;"2021-12-12"
"ФК \МТМ\ Комунарського району";"виробництво тепла";11678;12104.8;3.65473539989727;"2021-12-12"
"ФК \МТМ\ Комунарського району";"транспортування тепла";15672;16145;3.0181214905564;"2021-12-12"
"ФК \МТМ\ Комунарського району";"загальновиробничі";552;522;-5.43478260869565;"2021-12-12"
"ФК \МТМ\ Дніпровського району";"виробництво тепла";9387;9635.59999999998;2.64834345371241;"2021-12-12"
"ФК \МТМ\ Дніпровського району";"транспортування тепла";39076;40190;2.85085474460027;"2021-12-12"
"ФК \МТМ\ Дніпровського району";"загальновиробничі";260;260;0;"2021-12-12"
"ФК \МТМ\ Вознесенівського району";"виробництво тепла";10982;11283.2;2.74266982334728;"2021-12-12"
"ФК \МТМ\ Вознесенівського району";"транспортування тепла";65132;66456;2.03279493950745;"2021-12-12"
"ФК \МТМ\ Вознесенівського району";"загальновиробничі";358;358;0;"2021-12-12"
"ФК \МТМ\ Хортицького району";"виробництво тепла";8442;8563;1.43330964226487;"2021-12-12"
"ФК \МТМ\ Хортицького району";"транспортування тепла";29974;30963;3.2995262560886;"2021-12-12"
"ФК \МТМ\ Хортицького району";"загальновиробничі";456;456;0;"2021-12-12"
"ФК \МТМ\ Шевченківського район";"виробництво тепла";5663;5730;1.18311848843375;"2021-12-12"
"ФК \МТМ\ Шевченківського район";"транспортування тепла";21826;21892;0.302391642994593;"2021-12-12"
"ФК \МТМ\ Шевченківського район";"загальновиробничі";265;265;0;"2021-12-12"
"ФК \МТМ\ Олександрівського району";"виробництво тепла";9736;9969.60000000001;2.39934264585051;"2021-12-13"
"ФК \МТМ\ Олександрівського району";"транспортування тепла";43532.7455583652;43597;0.147600250824187;"2021-12-13"
"ФК \МТМ\ Олександрівського району";"загальновиробничі";208;208;0;"2021-12-13"
"ФК \МТМ\ Заводського району";"виробництво тепла";5071;5118.2;0.930782883060544;"2021-12-13"
"ФК \МТМ\ Заводського району";"транспортування тепла";10123;10190;0.661859132668186;"2021-12-13"
"ФК \МТМ\ Заводського району";"загальновиробничі";522;522;0;"2021-12-13"
"ФК \МТМ\ Комунарського району";"виробництво тепла";11920;12242.8;2.70805369127516;"2021-12-13"
"ФК \МТМ\ Комунарського району";"транспортування тепла";15672;16145;3.0181214905564;"2021-12-13"
"ФК \МТМ\ Комунарського району";"загальновиробничі";552;522;-5.43478260869565;"2021-12-13"
"ФК \МТМ\ Дніпровського району";"виробництво тепла";7989;8236.8;3.10176492677434;"2021-12-13"
"ФК \МТМ\ Дніпровського району";"транспортування тепла";39076;40190;2.85085474460027;"2021-12-13"
"ФК \МТМ\ Дніпровського району";"загальновиробничі";260;260;0;"2021-12-13"
"ФК \МТМ\ Вознесенівського району";"виробництво тепла";12982;13371.3;2.99876752426438;"2021-12-13"
"ФК \МТМ\ Вознесенівського району";"транспортування тепла";65132;66456;2.03279493950745;"2021-12-13"
"ФК \МТМ\ Вознесенівського району";"загальновиробничі";358;358;0;"2021-12-13"
"ФК \МТМ\ Хортицького району";"виробництво тепла";9276;9467;2.05907718844329;"2021-12-13"
"ФК \МТМ\ Хортицького району";"транспортування тепла";29974;30963;3.2995262560886;"2021-12-13"
"ФК \МТМ\ Хортицького району";"загальновиробничі";456;456;0;"2021-12-13"
"ФК \МТМ\ Шевченківського район";"виробництво тепла";5463;5525.99999999989;1.15321252059115;"2021-12-13"
"ФК \МТМ\ Шевченківського район";"транспортування тепла";21826;21892;0.302391642994593;"2021-12-13"
"ФК \МТМ\ Шевченківського район";"загальновиробничі";265;265;0;"2021-12-13"
"ФК \МТМ\ Олександрівського району";"виробництво тепла";9786;9884.00000000008;1.00143061516533;"2021-12-14"
"ФК \МТМ\ Олександрівського району";"транспортування тепла";43532.7455583652;43597;0.147600250824187;"2021-12-14"
"ФК \МТМ\ Олександрівського району";"загальновиробничі";208;208;0;"2021-12-14"
"ФК \МТМ\ Заводського району";"виробництво тепла";5097;5158.4;1.20463017461252;"2021-12-14"
"ФК \МТМ\ Заводського району";"транспортування тепла";10123;10190;0.661859132668186;"2021-12-14"
"ФК \МТМ\ Заводського району";"загальновиробничі";522;522;0;"2021-12-14"
"ФК \МТМ\ Комунарського району";"виробництво тепла";11920;12143.2;1.87248322147651;"2021-12-14"
"ФК \МТМ\ Комунарського району";"транспортування тепла";15672;16145;3.0181214905564;"2021-12-14"
"ФК \МТМ\ Комунарського району";"загальновиробничі";552;522;-5.43478260869565;"2021-12-14"
"ФК \МТМ\ Дніпровського району";"виробництво тепла";7989;8624.2;7.95093253223187;"2021-12-14"
"ФК \МТМ\ Дніпровського району";"транспортування тепла";39076;40190;2.85085474460027;"2021-12-14"
"ФК \МТМ\ Дніпровського району";"загальновиробничі";260;260;0;"2021-12-14"
"ФК \МТМ\ Вознесенівського району";"виробництво тепла";13078;13549.3;3.60376204312589;"2021-12-14"
"ФК \МТМ\ Вознесенівського району";"транспортування тепла";65132;66456;2.03279493950745;"2021-12-14"
"ФК \МТМ\ Вознесенівського району";"загальновиробничі";358;358;0;"2021-12-14"
"ФК \МТМ\ Хортицького району";"виробництво тепла";8323;8507;2.21074131923584;"2021-12-14"
"ФК \МТМ\ Хортицького району";"транспортування тепла";29974;30963;3.2995262560886;"2021-12-14"
"ФК \МТМ\ Хортицького району";"загальновиробничі";456;456;0;"2021-12-14"
"ФК \МТМ\ Шевченківського район";"виробництво тепла";5463;5628.00000000029;3.02031850632061;"2021-12-14"
"ФК \МТМ\ Шевченківського район";"транспортування тепла";21826;21892;0.302391642994593;"2021-12-14"
"ФК \МТМ\ Шевченківського район";"загальновиробничі";265;265;0;"2021-12-14"
"ФК \МТМ\ Олександрівського району";"виробництво тепла";7386;7521.6;1.83590576766854;"2021-12-15"
"ФК \МТМ\ Олександрівського району";"транспортування тепла";43532.7455583652;43597;0.147600250824187;"2021-12-15"
"ФК \МТМ\ Олександрівського району";"загальновиробничі";208;208;0;"2021-12-15"
"ФК \МТМ\ Заводського району";"виробництво тепла";5097;5200.14;2.02354326074161;"2021-12-15"
"ФК \МТМ\ Заводського району";"транспортування тепла";10123;10190;0.661859132668186;"2021-12-15"
"ФК \МТМ\ Заводського району";"загальновиробничі";522;522;0;"2021-12-15"
"ФК \МТМ\ Комунарського району";"виробництво тепла";11920;12166;2.06375838926174;"2021-12-15"
"ФК \МТМ\ Комунарського району";"транспортування тепла";15672;16145;3.0181214905564;"2021-12-15"
"ФК \МТМ\ Комунарського району";"загальновиробничі";552;522;-5.43478260869565;"2021-12-15"
"ФК \МТМ\ Дніпровського району";"виробництво тепла";7496;7623.39999999999;1.69957310565627;"2021-12-15"
"ФК \МТМ\ Дніпровського району";"транспортування тепла";39076;40190;2.85085474460027;"2021-12-15"
"ФК \МТМ\ Дніпровського району";"загальновиробничі";260;260;0;"2021-12-15"
"ФК \МТМ\ Вознесенівського району";"виробництво тепла";13078;13640.41;4.3004282000306;"2021-12-15"
"ФК \МТМ\ Вознесенівського району";"транспортування тепла";65132;66456;2.03279493950745;"2021-12-15"
"ФК \МТМ\ Вознесенівського району";"загальновиробничі";358;358;0;"2021-12-15"
"ФК \МТМ\ Хортицького району";"виробництво тепла";8323;8667;4.13312507509311;"2021-12-15"
"ФК \МТМ\ Хортицького району";"транспортування тепла";29974;30963;3.2995262560886;"2021-12-15"
"ФК \МТМ\ Хортицького району";"загальновиробничі";456;456;0;"2021-12-15"
"ФК \МТМ\ Шевченківського район";"виробництво тепла";5463;5543.99999999981;1.48270181218764;"2021-12-15"
"ФК \МТМ\ Шевченківського район";"транспортування тепла";21826;21892;0.302391642994593;"2021-12-15"
"ФК \МТМ\ Шевченківського район";"загальновиробничі";265;265;0;"2021-12-15"
"ФК \МТМ\ Олександрівського району";"виробництво тепла";7586;7754.7;2.22383337727399;"2021-12-16"
"ФК \МТМ\ Олександрівського району";"транспортування тепла";43532.7455583652;43597;0.147600250824187;"2021-12-16"
"ФК \МТМ\ Олександрівського району";"загальновиробничі";208;208;0;"2021-12-16"
"ФК \МТМ\ Заводського району";"виробництво тепла";5297;5310.05;0.246365867472131;"2021-12-16"
"ФК \МТМ\ Заводського району";"транспортування тепла";10123;10190;0.661859132668186;"2021-12-16"
"ФК \МТМ\ Заводського району";"загальновиробничі";522;522;0;"2021-12-16"
"ФК \МТМ\ Комунарського району";"виробництво тепла";11920;12328;3.4228187919463;"2021-12-16"
"ФК \МТМ\ Комунарського району";"транспортування тепла";15672;16145;3.0181214905564;"2021-12-16"
"ФК \МТМ\ Комунарського району";"загальновиробничі";552;522;-5.43478260869565;"2021-12-16"
"ФК \МТМ\ Дніпровського району";"виробництво тепла";7496;8006.80000000001;6.81430096051241;"2021-12-16"
"ФК \МТМ\ Дніпровського району";"транспортування тепла";39076;40190;2.85085474460027;"2021-12-16"
"ФК \МТМ\ Дніпровського району";"загальновиробничі";260;260;0;"2021-12-16"
"ФК \МТМ\ Вознесенівського району";"виробництво тепла";14695;14142.57;-3.75930588635586;"2021-12-16"
"ФК \МТМ\ Вознесенівського району";"транспортування тепла";65132;66456;2.03279493950745;"2021-12-16"
"ФК \МТМ\ Вознесенівського району";"загальновиробничі";358;358;0;"2021-12-16"
"ФК \МТМ\ Хортицького району";"виробництво тепла";8223;8403;2.18898212331267;"2021-12-16"
"ФК \МТМ\ Хортицького району";"транспортування тепла";29974;30963;3.2995262560886;"2021-12-16"
"ФК \МТМ\ Хортицького району";"загальновиробничі";456;456;0;"2021-12-16"
"ФК \МТМ\ Шевченківського район";"виробництво тепла";5463;5709.0000000002;4.50302031850991;"2021-12-16"
"ФК \МТМ\ Шевченківського район";"транспортування тепла";21826;21892;0.302391642994593;"2021-12-16"
"ФК \МТМ\ Шевченківського район";"загальновиробничі";265;265;0;"2021-12-16"
"ФК \МТМ\ Олександрівського району";"виробництво тепла";6924;7002.39999999999;1.13229347198143;"2021-12-17"
"ФК \МТМ\ Олександрівського району";"транспортування тепла";43532.7455583652;43597;0.147600250824187;"2021-12-17"
"ФК \МТМ\ Олександрівського району";"загальновиробничі";208;208;0;"2021-12-17"
"ФК \МТМ\ Заводського району";"виробництво тепла";5297;5357.71;1.14612044553519;"2021-12-17"
"ФК \МТМ\ Заводського району";"транспортування тепла";10123;10190;0.661859132668186;"2021-12-17"
"ФК \МТМ\ Заводського району";"загальновиробничі";522;522;0;"2021-12-17"
"ФК \МТМ\ Комунарського району";"виробництво тепла";12120;12440.8;2.64686468646866;"2021-12-17"
"ФК \МТМ\ Комунарського району";"транспортування тепла";15672;16145;3.0181214905564;"2021-12-17"
"ФК \МТМ\ Комунарського району";"загальновиробничі";552;522;-5.43478260869565;"2021-12-17"
"ФК \МТМ\ Дніпровського району";"виробництво тепла";7596;7744.4;1.95365982095841;"2021-12-17"
"ФК \МТМ\ Дніпровського району";"транспортування тепла";39076;40190;2.85085474460027;"2021-12-17"
"ФК \МТМ\ Дніпровського району";"загальновиробничі";260;260;0;"2021-12-17"
"ФК \МТМ\ Вознесенівського району";"виробництво тепла";13695;14092.6500000002;2.90361445783245;"2021-12-17"
"ФК \МТМ\ Вознесенівського району";"транспортування тепла";65132;66456;2.03279493950745;"2021-12-17"
"ФК \МТМ\ Вознесенівського району";"загальновиробничі";358;358;0;"2021-12-17"
"ФК \МТМ\ Хортицького району";"виробництво тепла";9223;9523;3.2527377209151;"2021-12-17"
"ФК \МТМ\ Хортицького району";"транспортування тепла";29974;30963;3.2995262560886;"2021-12-17"
"ФК \МТМ\ Хортицького району";"загальновиробничі";456;456;0;"2021-12-17"
"ФК \МТМ\ Шевченківського район";"виробництво тепла";5463;5570.99999999983;1.97693574958502;"2021-12-17"
"ФК \МТМ\ Шевченківського район";"транспортування тепла";21826;21892;0.302391642994593;"2021-12-17"
"ФК \МТМ\ Шевченківського район";"загальновиробничі";265;265;0;"2021-12-17"
"ФК \МТМ\ Олександрівського району";"виробництво тепла";4592;4693.69;2.21450348432044;"2021-12-18"
"ФК \МТМ\ Олександрівського району";"транспортування тепла";43532.7455583652;43597;0.147600250824187;"2021-12-18"
"ФК \МТМ\ Олександрівського району";"загальновиробничі";208;208;0;"2021-12-18"
"ФК \МТМ\ Заводського району";"виробництво тепла";5197;5266.26;1.33269193765631;"2021-12-18"
"ФК \МТМ\ Заводського району";"транспортування тепла";10123;10190;0.661859132668186;"2021-12-18"
"ФК \МТМ\ Заводського району";"загальновиробничі";522;522;0;"2021-12-18"
"ФК \МТМ\ Комунарського району";"виробництво тепла";11920;12205.6;2.39597315436244;"2021-12-18"
"ФК \МТМ\ Комунарського району";"транспортування тепла";15672;16145;3.0181214905564;"2021-12-18"
"ФК \МТМ\ Комунарського району";"загальновиробничі";552;522;-5.43478260869565;"2021-12-18"
"ФК \МТМ\ Дніпровського району";"виробництво тепла";7496;7580.8;1.13127001067239;"2021-12-18"
"ФК \МТМ\ Дніпровського району";"транспортування тепла";39076;40190;2.85085474460027;"2021-12-18"
"ФК \МТМ\ Дніпровського району";"загальновиробничі";260;260;0;"2021-12-18"
"ФК \МТМ\ Вознесенівського району";"виробництво тепла";12895;13423.7;4.10003877471852;"2021-12-18"
"ФК \МТМ\ Вознесенівського району";"транспортування тепла";65132;66456;2.03279493950745;"2021-12-18"
"ФК \МТМ\ Вознесенівського району";"загальновиробничі";358;358;0;"2021-12-18"
"ФК \МТМ\ Хортицького району";"виробництво тепла";9923;10163;2.4186234001814;"2021-12-18"
"ФК \МТМ\ Хортицького району";"транспортування тепла";29974;30963;3.2995262560886;"2021-12-18"
"ФК \МТМ\ Хортицького району";"загальновиробничі";456;456;0;"2021-12-18"
"ФК \МТМ\ Шевченківського район";"виробництво тепла";5463;5556;1.70236133992319;"2021-12-18"
"ФК \МТМ\ Шевченківського район";"транспортування тепла";21826;21892;0.302391642994593;"2021-12-18"
"ФК \МТМ\ Шевченківського район";"загальновиробничі";265;265;0;"2021-12-18"
"ФК \МТМ\ Олександрівського району";"виробництво тепла";6572;6757.24;2.81862446743759;"2021-12-19"
"ФК \МТМ\ Олександрівського району";"транспортування тепла";43532.7455583652;43597;0.147600250824187;"2021-12-19"
"ФК \МТМ\ Олександрівського району";"загальновиробничі";208;208;0;"2021-12-19"
"ФК \МТМ\ Заводського району";"виробництво тепла";5197;5292.07;1.82932461035212;"2021-12-19"
"ФК \МТМ\ Заводського району";"транспортування тепла";10123;10190;0.661859132668186;"2021-12-19"
"ФК \МТМ\ Заводського району";"загальновиробничі";522;522;0;"2021-12-19"
"ФК \МТМ\ Комунарського району";"виробництво тепла";11920;12308.8;3.26174496644294;"2021-12-19"
"ФК \МТМ\ Комунарського району";"транспортування тепла";15672;16145;3.0181214905564;"2021-12-19"
"ФК \МТМ\ Комунарського району";"загальновиробничі";552;522;-5.43478260869565;"2021-12-19"
"ФК \МТМ\ Дніпровського району";"виробництво тепла";7496;7791.6;3.94343649946636;"2021-12-19"
"ФК \МТМ\ Дніпровського району";"транспортування тепла";39076;40190;2.85085474460027;"2021-12-19"
"ФК \МТМ\ Дніпровського району";"загальновиробничі";260;260;0;"2021-12-19"
"ФК \МТМ\ Вознесенівського району";"виробництво тепла";12895;13401.82;3.93036060488567;"2021-12-19"
"ФК \МТМ\ Вознесенівського району";"транспортування тепла";65132;66456;2.03279493950745;"2021-12-19"
"ФК \МТМ\ Вознесенівського району";"загальновиробничі";358;358;0;"2021-12-19"
"ФК \МТМ\ Хортицького району";"виробництво тепла";9923;10403;4.83724680036279;"2021-12-19"
"ФК \МТМ\ Хортицького району";"транспортування тепла";29974;30963;3.2995262560886;"2021-12-19"
"ФК \МТМ\ Хортицького району";"загальновиробничі";456;456;0;"2021-12-19"
"ФК \МТМ\ Шевченківського район";"виробництво тепла";5463;5679;3.95387149917621;"2021-12-19"
"ФК \МТМ\ Шевченківського район";"транспортування тепла";21826;21892;0.302391642994593;"2021-12-19"
"ФК \МТМ\ Шевченківського район";"загальновиробничі";265;265;0;"2021-12-19"
"ФК \МТМ\ Олександрівського району";"виробництво тепла";7872;8019.2;1.86991869918696;"2021-12-20"
"ФК \МТМ\ Олександрівського району";"транспортування тепла";43532.7455583652;43597;0.147600250824187;"2021-12-20"
"ФК \МТМ\ Олександрівського району";"загальновиробничі";208;208;0;"2021-12-20"
"ФК \МТМ\ Заводського району";"виробництво тепла";5197;5239.28;0.813546276698118;"2021-12-20"
"ФК \МТМ\ Заводського району";"транспортування тепла";10123;10190;0.661859132668186;"2021-12-20"
"ФК \МТМ\ Заводського району";"загальновиробничі";522;522;0;"2021-12-20"
"ФК \МТМ\ Комунарського району";"виробництво тепла";12320;12931.6;4.96428571428573;"2021-12-20"
"ФК \МТМ\ Комунарського району";"транспортування тепла";15672;16145;3.0181214905564;"2021-12-20"
"ФК \МТМ\ Комунарського району";"загальновиробничі";552;522;-5.43478260869565;"2021-12-20"
"ФК \МТМ\ Дніпровського району";"виробництво тепла";7496;7843;4.6291355389541;"2021-12-20"
"ФК \МТМ\ Дніпровського району";"транспортування тепла";39076;40190;2.85085474460027;"2021-12-20"
"ФК \МТМ\ Дніпровського району";"загальновиробничі";260;260;0;"2021-12-20"
"ФК \МТМ\ Вознесенівського району";"виробництво тепла";12895;13823.08;7.19720822024041;"2021-12-20"
"ФК \МТМ\ Вознесенівського району";"транспортування тепла";65132;66456;2.03279493950745;"2021-12-20"
"ФК \МТМ\ Вознесенівського району";"загальновиробничі";358;358;0;"2021-12-20"
"ФК \МТМ\ Хортицького району";"виробництво тепла";9998;10483;4.85097019403882;"2021-12-20"
"ФК \МТМ\ Хортицького району";"транспортування тепла";29974;30963;3.2995262560886;"2021-12-20"
"ФК \МТМ\ Хортицького району";"загальновиробничі";456;456;0;"2021-12-20"
"ФК \МТМ\ Шевченківського район";"виробництво тепла";5615;5700.00000000002;1.51380231522746;"2021-12-20"
"ФК \МТМ\ Шевченківського район";"транспортування тепла";21826;21892;0.302391642994593;"2021-12-20"
"ФК \МТМ\ Шевченківського район";"загальновиробничі";265;265;0;"2021-12-20"
"ФК \МТМ\ Олександрівського району";"виробництво тепла";8612;8782.10000000001;1.97515095215985;"2021-12-21"
"ФК \МТМ\ Олександрівського району";"транспортування тепла";43532.7455583652;43597;0.147600250824187;"2021-12-21"
"ФК \МТМ\ Олександрівського району";"загальновиробничі";208;208;0;"2021-12-21"
"ФК \МТМ\ Заводського району";"виробництво тепла";5197;5315.33;2.27689051375795;"2021-12-21"
"ФК \МТМ\ Заводського району";"транспортування тепла";10123;10190;0.661859132668186;"2021-12-21"
"ФК \МТМ\ Заводського району";"загальновиробничі";522;522;0;"2021-12-21"
"ФК \МТМ\ Комунарського району";"виробництво тепла";12920;13661.2;5.73684210526317;"2021-12-21"
"ФК \МТМ\ Комунарського району";"транспортування тепла";15672;16145;3.0181214905564;"2021-12-21"
"ФК \МТМ\ Комунарського району";"загальновиробничі";552;522;-5.43478260869565;"2021-12-21"
"ФК \МТМ\ Дніпровського району";"виробництво тепла";7972;8338.8;4.60110386352237;"2021-12-21"
"ФК \МТМ\ Дніпровського району";"транспортування тепла";39076;40190;2.85085474460027;"2021-12-21"
"ФК \МТМ\ Дніпровського району";"загальновиробничі";260;260;0;"2021-12-21"
"ФК \МТМ\ Вознесенівського району";"виробництво тепла";13390;14583.33;8.91209858103064;"2021-12-21"
"ФК \МТМ\ Вознесенівського району";"транспортування тепла";65132;66456;2.03279493950745;"2021-12-21"
"ФК \МТМ\ Вознесенівського району";"загальновиробничі";358;358;0;"2021-12-21"
"ФК \МТМ\ Хортицького району";"виробництво тепла";10798;11523;6.71420633450639;"2021-12-21"
"ФК \МТМ\ Хортицького району";"транспортування тепла";29974;30963;3.2995262560886;"2021-12-21"
"ФК \МТМ\ Хортицького району";"загальновиробничі";456;456;0;"2021-12-21"
"ФК \МТМ\ Шевченківського район";"виробництво тепла";6215;6477.00000000003;4.21560740144853;"2021-12-21"
"ФК \МТМ\ Шевченківського район";"транспортування тепла";21826;21892;0.302391642994593;"2021-12-21"
"ФК \МТМ\ Шевченківського район";"загальновиробничі";265;265;0;"2021-12-21"
"ФК \МТМ\ Олександрівського району";"виробництво тепла";8912;9384.8;5.30520646319572;"2021-12-22"
"ФК \МТМ\ Олександрівського району";"транспортування тепла";43532.7455583652;43597;0.147600250824187;"2021-12-22"
"ФК \МТМ\ Олександрівського району";"загальновиробничі";208;208;0;"2021-12-22"
"ФК \МТМ\ Заводського району";"виробництво тепла";6721;6913.36;2.86207409611661;"2021-12-22"
"ФК \МТМ\ Заводського району";"транспортування тепла";10123;10190;0.661859132668186;"2021-12-22"
"ФК \МТМ\ Заводського району";"загальновиробничі";522;522;0;"2021-12-22"
"ФК \МТМ\ Комунарського району";"виробництво тепла";13780;14678.2;6.51814223512337;"2021-12-22"
"ФК \МТМ\ Комунарського району";"транспортування тепла";15672;16145;3.0181214905564;"2021-12-22"
"ФК \МТМ\ Комунарського району";"загальновиробничі";552;522;-5.43478260869565;"2021-12-22"
"ФК \МТМ\ Дніпровського району";"виробництво тепла";9844;10242;4.04307192198294;"2021-12-22"
"ФК \МТМ\ Дніпровського району";"транспортування тепла";39076;40190;2.85085474460027;"2021-12-22"
"ФК \МТМ\ Дніпровського району";"загальновиробничі";260;260;0;"2021-12-22"
"ФК \МТМ\ Вознесенівського району";"виробництво тепла";14098;14757.23;4.67605334089949;"2021-12-22"
"ФК \МТМ\ Вознесенівського району";"транспортування тепла";65132;66456;2.03279493950745;"2021-12-22"
"ФК \МТМ\ Вознесенівського району";"загальновиробничі";358;358;0;"2021-12-22"
"ФК \МТМ\ Хортицького району";"виробництво тепла";12972;13843;6.71446191797718;"2021-12-22"
"ФК \МТМ\ Хортицького району";"транспортування тепла";29974;30963;3.2995262560886;"2021-12-22"
"ФК \МТМ\ Хортицького району";"загальновиробничі";456;456;0;"2021-12-22"
"ФК \МТМ\ Шевченківського район";"виробництво тепла";7925;8249.99999999997;4.10094637223943;"2021-12-22"
"ФК \МТМ\ Шевченківського район";"транспортування тепла";21826;21892;0.302391642994593;"2021-12-22"
"ФК \МТМ\ Шевченківського район";"загальновиробничі";265;265;0;"2021-12-22"
"ФК \МТМ\ Олександрівського району";"виробництво тепла";9512;10066;5.8242220353238;"2021-12-23"
"ФК \МТМ\ Олександрівського району";"транспортування тепла";43532.7455583652;43597;0.147600250824187;"2021-12-23"
"ФК \МТМ\ Олександрівського району";"загальновиробничі";208;208;0;"2021-12-23"
"ФК \МТМ\ Заводського району";"виробництво тепла";7131;7340.89;2.94334595428409;"2021-12-23"
"ФК \МТМ\ Заводського району";"транспортування тепла";10123;10190;0.661859132668186;"2021-12-23"
"ФК \МТМ\ Заводського району";"загальновиробничі";522;522;0;"2021-12-23"
"ФК \МТМ\ Комунарського району";"виробництво тепла";13880;14816.2;6.74495677233427;"2021-12-23"
"ФК \МТМ\ Комунарського району";"транспортування тепла";15672;16145;3.0181214905564;"2021-12-23"
"ФК \МТМ\ Комунарського району";"загальновиробничі";552;522;-5.43478260869565;"2021-12-23"
"ФК \МТМ\ Дніпровського району";"виробництво тепла";10011;10694.2;6.82449305763657;"2021-12-23"
"ФК \МТМ\ Дніпровського району";"транспортування тепла";39076;40190;2.85085474460027;"2021-12-23"
"ФК \МТМ\ Дніпровського району";"загальновиробничі";260;260;0;"2021-12-23"
"ФК \МТМ\ Вознесенівського району";"виробництво тепла";14398;15169.56;5.35879983331016;"2021-12-23"
"ФК \МТМ\ Вознесенівського району";"транспортування тепла";65132;66456;2.03279493950745;"2021-12-23"
"ФК \МТМ\ Вознесенівського району";"загальновиробничі";358;358;0;"2021-12-23"
"ФК \МТМ\ Хортицького району";"виробництво тепла";11972;12803;6.94119612429001;"2021-12-23"
"ФК \МТМ\ Хортицького району";"транспортування тепла";29974;30963;3.2995262560886;"2021-12-23"
"ФК \МТМ\ Хортицького району";"загальновиробничі";456;456;0;"2021-12-23"
"ФК \МТМ\ Шевченківського район";"виробництво тепла";7925;8654.99999999998;9.2113564668767;"2021-12-23"
"ФК \МТМ\ Шевченківського район";"транспортування тепла";21826;21892;0.302391642994593;"2021-12-23"
"ФК \МТМ\ Шевченківського район";"загальновиробничі";265;265;0;"2021-12-23"
"ФК \МТМ\ Олександрівського району";"виробництво тепла";9932;10066;1.3491743858236;"2021-12-27"
"ФК \МТМ\ Олександрівського району";"транспортування тепла";43532.7455583652;43597;0.147600250824187;"2021-12-27"
"ФК \МТМ\ Олександрівського району";"загальновиробничі";208;208;0;"2021-12-27"
"ФК \МТМ\ Заводського району";"виробництво тепла";7131;7340.89;2.94334595428409;"2021-12-27"
"ФК \МТМ\ Заводського району";"транспортування тепла";10123;10190;0.661859132668186;"2021-12-27"
"ФК \МТМ\ Заводського району";"загальновиробничі";522;522;0;"2021-12-27"
"ФК \МТМ\ Комунарського району";"виробництво тепла";13880;14816.2;6.74495677233427;"2021-12-27"
"ФК \МТМ\ Комунарського району";"транспортування тепла";15672;16145;3.0181214905564;"2021-12-27"
"ФК \МТМ\ Комунарського району";"загальновиробничі";552;522;-5.43478260869565;"2021-12-27"
"ФК \МТМ\ Дніпровського району";"виробництво тепла";10112;10694.2;5.75751582278479;"2021-12-27"
"ФК \МТМ\ Дніпровського району";"транспортування тепла";39076;40190;2.85085474460027;"2021-12-27"
"ФК \МТМ\ Дніпровського району";"загальновиробничі";260;260;0;"2021-12-27"
"ФК \МТМ\ Вознесенівського району";"виробництво тепла";14398;15169.56;5.35879983331016;"2021-12-27"
"ФК \МТМ\ Вознесенівського району";"транспортування тепла";65132;66456;2.03279493950745;"2021-12-27"
"ФК \МТМ\ Вознесенівського району";"загальновиробничі";358;358;0;"2021-12-27"
"ФК \МТМ\ Хортицького району";"виробництво тепла";11972;12803;6.94119612429001;"2021-12-27"
"ФК \МТМ\ Хортицького району";"транспортування тепла";29974;30963;3.2995262560886;"2021-12-27"
"ФК \МТМ\ Хортицького району";"загальновиробничі";456;456;0;"2021-12-27"
"ФК \МТМ\ Шевченківського район";"виробництво тепла";8472;8753.99999999993;3.32861189801623;"2021-12-27"
"ФК \МТМ\ Шевченківського район";"транспортування тепла";21826;21892;0.302391642994593;"2021-12-27"
"ФК \МТМ\ Шевченківського район";"загальновиробничі";265;265;0;"2021-12-27"
"ФК \МТМ\ Олександрівського району";"виробництво тепла";8532;8652.4;1.4111579934365;"2021-12-28"
"ФК \МТМ\ Олександрівського району";"транспортування тепла";43532.7455583652;43597;0.147600250824187;"2021-12-28"
"ФК \МТМ\ Олександрівського району";"загальновиробничі";208;208;0;"2021-12-28"
"ФК \МТМ\ Заводського району";"виробництво тепла";6931;6976.11;0.650844034049936;"2021-12-28"
"ФК \МТМ\ Заводського району";"транспортування тепла";10123;10190;0.661859132668186;"2021-12-28"
"ФК \МТМ\ Заводського району";"загальновиробничі";522;522;0;"2021-12-28"
"ФК \МТМ\ Комунарського району";"виробництво тепла";13880;13923.9999999998;0.317002881842643;"2021-12-28"
